Graph,N,M,HierarchyLevels,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,Mtot,K,Seed,Cut,Epsilon,Imbalance,Time,TimeCoarsening,TimeSparsification,TimeInitialPartitioning,TimeUncoarsening,TimeRefinement,TimeRemaining,Cores,Timeout,Failed
clustered_N22_K5_M29_ratio10,4194304,1073742638,11,214538356,42769368,8479450,1662244,273490,266496,265704,265524,265428,265362,1343059386,37,3,501922381,0.030000,0.027823,8.362000,4.341000,0.018000,0.052000,0.023000,3.531000,0.397000,32,0,0
clustered_N22_K5_M29_ratio10,4194304,1073742638,11,214510782,42790822,8502382,1670182,304038,299502,298966,298684,298524,298438,1343313338,64,3,511188083,0.030000,0.000061,8.513000,4.485000,0.017000,0.050000,0.025000,3.637000,0.299000,32,0,0
clustered_N22_K5_M29_ratio10,4194304,1073742638,14,214543134,42775070,8485308,1663524,1371426,1006842,876404,854162,852972,852972,1350436332,7,3,439000612,0.030000,0.029999,8.186000,4.389000,0.018000,0.025000,0.023000,3.333000,0.398000,32,0,0
clustered_N22_K5_M29_ratio10,4194304,1073742638,14,214523954,42768412,8491974,1669818,1393060,1096310,996058,977606,976266,976262,1351517400,8,3,449202078,0.030000,0.029999,8.110000,4.342000,0.017000,0.035000,0.023000,3.303000,0.390000,32,0,0
clustered_N22_K5_M29_ratio10,4194304,1073742638,13,214520852,42790412,8493384,1662414,1486068,322758,321014,320824,320796,320768,1345264170,16,4,487055515,0.030000,0.029999,7.436000,4.340000,0.018000,0.029000,0.022000,2.632000,0.395000,32,0,0
clustered_N22_K5_M29_ratio10,4194304,1073742638,15,214527752,42770212,8489450,1663684,1194110,530104,270108,223386,210648,203348,1344833124,3,4,337070637,0.030000,0.029999,7.194000,4.375000,0.018000,0.010000,0.022000,2.368000,0.401000,32,0,0
clustered_N22_K5_M29_ratio10,4194304,1073742638,11,214527320,42773538,8491398,1661800,273578,266630,265876,265688,265588,265528,1343065066,37,4,501909508,0.030000,0.027814,8.848000,4.416000,0.017000,0.050000,0.021000,3.971000,0.373000,32,0,0
clustered_N22_K5_M29_ratio10,4194304,1073742638,11,214572564,42810048,8496754,1673400,305404,300668,300084,299834,299686,299600,1343400222,64,4,517639257,0.030000,0.029999,8.401000,4.359000,0.017000,0.050000,0.023000,3.558000,0.394000,32,0,0
clustered_N22_K5_M29_ratio10,4194304,1073742638,14,214509002,42773402,8488460,1663246,1363348,1004736,881522,855752,850104,850092,1350382656,7,4,439052370,0.030000,0.029999,7.665000,4.353000,0.017000,0.033000,0.022000,2.871000,0.369000,32,0,0
clustered_N22_K5_M29_ratio10,4194304,1073742638,14,214526428,42772736,8490754,1669356,1396488,1094696,995676,972942,971062,971052,1351488036,8,4,449319793,0.030000,0.029999,7.639000,4.432000,0.017000,0.063000,0.023000,2.738000,0.366000,32,0,0
clustered_N22_K5_M29_ratio10,4194304,1073742638,13,214557884,42789040,8486506,1663712,1487746,321828,320192,320020,319984,319960,1345289352,16,5,486919928,0.030000,0.029999,8.078000,4.383000,0.017000,0.030000,0.020000,3.246000,0.382000,32,0,0
clustered_N22_K5_M29_ratio10,4194304,1073742638,15,214531348,42779726,8488356,1662808,1192352,546026,263016,221392,212672,209902,1344888636,3,5,337168471,0.030000,0.029999,7.742000,4.468000,0.017000,0.007000,0.022000,2.851000,0.377000,32,0,0
clustered_N22_K5_M29_ratio10,4194304,1073742638,11,214546184,42792694,8486996,1666302,274636,267730,266948,266752,266618,266560,1343110584,37,5,501920739,0.030000,0.027823,8.774000,4.447000,0.017000,0.040000,0.022000,3.939000,0.309000,32,0,0
clustered_N22_K5_M29_ratio10,4194304,1073742638,11,214532050,42782234,8488498,1661412,304126,299500,299002,298752,298592,298492,1343303720,64,5,517608732,0.030000,0.029999,7.904000,4.336000,0.018000,0.059000,0.023000,3.070000,0.398000,32,0,0
clustered_N22_K5_M29_ratio10,4194304,1073742638,14,214581406,42781300,8486014,1660674,1359352,1007756,882204,852482,846372,846366,1350432012,7,5,439011382,0.030000,0.029999,8.071000,4.401000,0.017000,0.033000,0.022000,3.207000,0.391000,32,0,0
clustered_N22_K5_M29_ratio10,4194304,1073742638,14,214533622,42789310,8488220,1668358,1387774,1094604,992786,973038,968626,968626,1351482098,8,5,449215319,0.030000,0.029999,7.892000,4.372000,0.017000,0.032000,0.027000,3.070000,0.374000,32,0,0
clustered_N22_K7_M25_ratio10,4194303,67121218,13,13389852,2648890,1934488,376254,320130,74976,73274,73146,73118,73092,86377660,16,1,24247274,0.030000,0.000008,1.145000,0.441000,0.016000,0.014000,0.014000,0.610000,0.050000,32,0,0
clustered_N22_K7_M25_ratio10,4194303,67121218,16,13390942,2652250,1938036,376336,319368,258262,177452,157472,151978,149872,87592414,3,1,15621441,0.030000,0.000000,1.159000,0.449000,0.016000,0.009000,0.012000,0.632000,0.041000,32,0,0
clustered_N22_K7_M25_ratio10,4194303,67121218,12,13389988,2649596,1934964,376888,324332,313284,312122,312032,311986,311940,87982138,37,1,26061315,0.030000,0.000009,1.121000,0.450000,0.016000,0.041000,0.018000,0.554000,0.042000,32,0,0
clustered_N22_K7_M25_ratio10,4194303,67121218,11,13380392,2646362,1933060,377358,330874,323432,322880,322716,322588,322494,87725810,64,1,26844455,0.030000,0.000031,1.080000,0.439000,0.016000,0.052000,0.013000,0.510000,0.050000,32,0,0
clustered_N22_K7_M25_ratio10,4194303,67121218,15,13386076,2648032,1933232,375082,317704,283676,267370,264012,263646,263646,88441904,7,1,21207515,0.030000,0.000000,1.212000,0.445000,0.015000,0.022000,0.013000,0.673000,0.044000,32,0,0
clustered_N22_K7_M25_ratio10,4194303,67121218,14,13390042,2647490,1933052,376846,319850,289036,276352,273742,273600,273600,88269228,8,1,21820476,0.030000,0.000004,1.197000,0.450000,0.016000,0.019000,0.013000,0.648000,0.051000,32,0,0
clustered_N22_K7_M25_ratio10,4194303,67121218,13,13382926,2646390,1931688,375546,319534,74664,73052,72924,72898,72866,86362214,16,2,24248186,0.030000,0.000015,1.118000,0.443000,0.016000,0.016000,0.014000,0.586000,0.043000,32,0,0
clustered_N22_K7_M25_ratio10,4194303,67121218,16,13378232,2651638,1935738,376368,319148,257506,175840,155794,151942,149350,87568856,3,2,15621232,0.030000,0.000002,1.157000,0.444000,0.016000,0.012000,0.013000,0.629000,0.043000,32,0,0
clustered_N22_K7_M25_ratio10,4194303,67121218,12,13377286,2646466,1932536,377792,324942,313704,312544,312440,312382,312334,87968226,37,2,26061073,0.030000,0.000009,1.132000,0.449000,0.016000,0.050000,0.016000,0.557000,0.044000,32,0,0
clustered_N22_K7_M25_ratio10,4194303,67121218,11,13386420,2651496,1936164,378666,332198,324734,324162,323992,323886,323800,87750464,64,2,26844182,0.030000,0.000031,1.076000,0.436000,0.016000,0.060000,0.013000,0.505000,0.046000,32,0,0
clustered_N22_K7_M25_ratio10,4194303,67121218,15,13387922,2646910,1933138,375810,319044,285586,269134,265464,264992,264938,88458834,7,2,21205788,0.030000,0.000003,1.196000,0.446000,0.016000,0.022000,0.014000,0.653000,0.045000,32,0,0
clustered_N22_K7_M25_ratio10,4194303,67121218,14,13383046,2649406,1933932,377648,320738,289732,277534,274852,274674,274670,88276130,8,2,21820796,0.030000,0.000004,1.198000,0.452000,0.016000,0.019000,0.012000,0.649000,0.050000,32,0,0
clustered_N22_K7_M25_ratio10,4194303,67121218,13,13389712,2650100,1935836,375814,319474,75024,73368,73244,73214,73186,86379678,16,3,24245773,0.030000,0.000011,1.112000,0.445000,0.016000,0.015000,0.013000,0.583000,0.040000,32,0,0
clustered_N22_K7_M25_ratio10,4194303,67121218,16,13392150,2651246,1937438,379028,321062,256724,175678,158158,153326,149370,87591586,3,3,15623545,0.030000,0.000001,1.158000,0.448000,0.016000,0.011000,0.012000,0.629000,0.042000,32,0,0
clustered_N22_K7_M25_ratio10,4194303,67121218,12,13392056,2652786,1938528,377840,324790,313488,312370,312278,312236,312194,87994080,37,3,26059928,0.030000,0.000018,1.130000,0.450000,0.016000,0.052000,0.014000,0.553000,0.045000,32,0,0
clustered_N22_K7_M25_ratio10,4194303,67121218,11,13385834,2648046,1932880,378774,331814,324518,323942,323782,323670,323566,87741536,64,3,26843805,0.030000,0.000031,1.078000,0.445000,0.016000,0.056000,0.013000,0.505000,0.043000,32,0,0
clustered_N22_K7_M25_ratio10,4194303,67121218,15,13384772,2649618,1935966,376986,319786,285552,269314,265538,265070,265068,88464214,7,3,21208071,0.030000,0.000002,1.213000,0.448000,0.016000,0.022000,0.013000,0.669000,0.045000,32,0,0
clustered_N22_K7_M25_ratio10,4194303,67121218,14,13386398,2645782,1932182,377962,320870,290276,276998,274746,274576,274576,88273888,8,3,21819339,0.030000,0.000004,1.194000,0.454000,0.016000,0.019000,0.014000,0.644000,0.047000,32,0,0
clustered_N22_K7_M25_ratio10,4194303,67121218,13,13387182,2651932,1935886,376894,320696,75016,73358,73248,73228,73210,86381428,16,4,24246017,0.030000,0.000004,1.104000,0.442000,0.016000,0.015000,0.015000,0.573000,0.043000,32,0,0
clustered_N22_K7_M25_ratio10,4194303,67121218,16,13383736,2650552,1935648,377892,320860,259372,175688,157312,152424,150764,87590034,3,4,15620959,0.030000,0.000000,1.156000,0.441000,0.016000,0.010000,0.012000,0.633000,0.044000,32,0,0
clustered_N22_K7_M25_ratio10,4194303,67121218,12,13386466,2647828,1932376,376344,323566,312132,311008,310906,310842,310800,87964984,37,4,26060960,0.030000,0.000018,1.126000,0.444000,0.016000,0.051000,0.014000,0.556000,0.045000,32,0,0
clustered_N22_K7_M25_ratio10,4194303,67121218,11,13389256,2644924,1931684,377294,330082,322384,321832,321650,321508,321418,87724588,64,4,26843969,0.030000,0.000046,1.081000,0.444000,0.016000,0.055000,0.015000,0.509000,0.042000,32,0,0
clustered_N22_K7_M25_ratio10,4194303,67121218,15,13384358,2648656,1934912,376976,319844,285738,269824,265912,265750,265750,88467652,7,4,21207711,0.030000,0.000002,1.188000,0.449000,0.016000,0.023000,0.014000,0.640000,0.046000,32,0,0
clustered_N22_K7_M25_ratio10,4194303,67121218,14,13384476,2653246,1937710,378754,321718,290772,278032,275486,275408,275408,88293860,8,4,21819409,0.030000,0.000006,1.180000,0.448000,0.016000,0.018000,0.015000,0.641000,0.042000,32,0,0
clustered_N22_K7_M25_ratio10,4194303,67121218,13,13390200,2650296,1935698,379014,322780,75788,74010,73924,73904,73884,86392296,16,5,24246559,0.030000,0.000004,1.120000,0.437000,0.016000,0.016000,0.012000,0.591000,0.048000,32,0,0
clustered_N22_K7_M25_ratio10,4194303,67121218,16,13380876,2649568,1934076,378220,320790,259988,175374,158568,153144,151764,87594170,3,5,15619223,0.030000,0.000000,1.155000,0.442000,0.016000,0.010000,0.012000,0.631000,0.044000,32,0,0
clustered_N22_K7_M25_ratio10,4194303,67121218,12,13380030,2648528,1934264,376524,323564,312254,311100,311028,310976,310948,87962262,37,5,26060480,0.030000,0.000026,1.129000,0.438000,0.016000,0.053000,0.017000,0.557000,0.048000,32,0,0
clustered_N22_K7_M25_ratio10,4194303,67121218,11,13385864,2646188,1930742,377662,331210,323736,323190,323010,322874,322778,87731184,64,5,26844283,0.030000,0.000046,1.077000,0.443000,0.016000,0.054000,0.012000,0.505000,0.047000,32,0,0
clustered_N22_K7_M25_ratio10,4194303,67121218,15,13385314,2652682,1937714,377804,320980,287108,270460,266912,266526,266526,88485854,7,5,21211493,0.030000,0.000002,1.197000,0.451000,0.016000,0.026000,0.015000,0.643000,0.046000,32,0,0
clustered_N22_K7_M25_ratio10,4194303,67121218,14,13381766,2650128,1936504,376692,320018,289042,276666,274104,273782,273782,88268822,8,5,21818560,0.030000,0.000002,1.183000,0.447000,0.016000,0.020000,0.013000,0.635000,0.052000,32,0,0
coAuthorsDBLP.mtx,299067,1955352,8,1066354,447048,263124,51058,48928,48792,48774,48768,48768,48768,3978198,16,1,129988,0.030000,0.014231,0.087000,0.052000,0.000000,0.011000,0.004000,0.005000,0.015000,32,0,0
coAuthorsDBLP.mtx,299067,1955352,10,1065968,435168,248460,37388,7414,7042,7028,7026,7026,7026,3784898,3,1,77773,0.030000,0.023312,0.071000,0.048000,0.000000,0.003000,0.004000,0.006000,0.010000,32,0,0
coAuthorsDBLP.mtx,299067,1955352,6,1066684,449834,280606,256244,254210,254104,254104,254104,254104,254104,4517034,37,1,150630,0.030000,0.012001,0.106000,0.049000,0.000000,0.032000,0.004000,0.006000,0.015000,32,0,0
coAuthorsDBLP.mtx,299067,1955352,5,1066342,461992,316702,299162,298142,298142,298142,298142,298142,298142,4397692,64,1,163448,0.030000,0.006206,0.110000,0.044000,0.000000,0.048000,0.004000,0.005000,0.009000,32,0,0
coAuthorsDBLP.mtx,299067,1955352,9,1067054,439258,249226,41226,37372,36978,36950,36948,36944,36944,3937308,7,1,106342,0.030000,0.020902,0.080000,0.050000,0.000000,0.008000,0.005000,0.005000,0.012000,32,0,0
coAuthorsDBLP.mtx,299067,1955352,8,1065764,443410,257678,41834,37936,37450,37414,37410,37410,37410,3914248,8,1,111296,0.030000,0.016103,0.077000,0.047000,0.000000,0.007000,0.005000,0.005000,0.013000,32,0,0
coAuthorsDBLP.mtx,299067,1955352,7,1064414,449906,262090,51386,49276,49158,49150,49150,49150,49150,3930732,16,2,132224,0.030000,0.024396,0.075000,0.042000,0.000000,0.012000,0.004000,0.005000,0.012000,32,0,0
coAuthorsDBLP.mtx,299067,1955352,10,1066246,441470,246938,37274,7544,7304,7294,7292,7292,7292,3791298,3,2,81356,0.030000,0.022951,0.080000,0.051000,0.000000,0.003000,0.004000,0.006000,0.016000,32,0,0
coAuthorsDBLP.mtx,299067,1955352,6,1066328,454836,286184,256968,254334,254216,254216,254216,254216,254216,4528218,37,2,152578,0.030000,0.023382,0.092000,0.046000,0.000000,0.030000,0.004000,0.005000,0.007000,32,0,0
coAuthorsDBLP.mtx,299067,1955352,5,1066770,462092,316114,298894,298068,298068,298068,298068,298068,298068,4397290,64,2,163644,0.030000,0.014124,0.106000,0.045000,0.000000,0.039000,0.004000,0.005000,0.013000,32,0,0
coAuthorsDBLP.mtx,299067,1955352,9,1065822,454220,259700,39556,35476,35030,34990,34982,34980,34980,3950108,7,2,110204,0.030000,0.020527,0.084000,0.049000,0.000000,0.007000,0.005000,0.005000,0.018000,32,0,0
coAuthorsDBLP.mtx,299067,1955352,8,1066364,451160,255552,40004,36600,36238,36196,36194,36194,36194,3913660,8,2,112254,0.030000,0.022523,0.082000,0.046000,0.000000,0.008000,0.004000,0.005000,0.019000,32,0,0
coAuthorsDBLP.mtx,299067,1955352,8,1067082,446352,263332,51510,49466,49352,49342,49338,49338,49338,3981126,16,3,133374,0.030000,0.025893,0.082000,0.046000,0.000000,0.011000,0.004000,0.005000,0.016000,32,0,0
coAuthorsDBLP.mtx,299067,1955352,10,1067492,447220,249258,37826,7538,7242,7224,7222,7222,7222,3800818,3,3,79789,0.030000,0.023553,0.077000,0.047000,0.000000,0.003000,0.005000,0.006000,0.016000,32,0,0
coAuthorsDBLP.mtx,299067,1955352,6,1065990,431564,276474,253102,251066,250982,250982,250982,250982,250982,4484530,37,3,150852,0.030000,0.009279,0.094000,0.043000,0.000000,0.029000,0.004000,0.005000,0.013000,32,0,0
coAuthorsDBLP.mtx,299067,1955352,5,1068806,464774,317368,300004,299216,299216,299216,299216,299216,299216,4405520,64,3,162198,0.030000,0.004494,0.103000,0.044000,0.000000,0.039000,0.004000,0.005000,0.011000,32,0,0
coAuthorsDBLP.mtx,299067,1955352,9,1065122,437156,249110,39356,35788,35376,35362,35358,35352,35352,3923332,7,3,107381,0.030000,0.017742,0.074000,0.046000,0.000000,0.007000,0.005000,0.005000,0.011000,32,0,0
coAuthorsDBLP.mtx,299067,1955352,8,1067890,428382,248252,40154,36978,36596,36570,36568,36568,36568,3886742,8,3,111720,0.030000,0.016852,0.070000,0.040000,0.000000,0.007000,0.004000,0.006000,0.013000,32,0,0
coAuthorsDBLP.mtx,299067,1955352,8,1065182,444852,263412,51246,49204,49078,49052,49042,49042,49042,3976420,16,4,131514,0.030000,0.019955,0.079000,0.044000,0.000000,0.011000,0.004000,0.005000,0.015000,32,0,0
coAuthorsDBLP.mtx,299067,1955352,10,1064826,437782,245014,39498,7622,7286,7276,7274,7274,7274,3786478,3,4,79441,0.030000,0.024396,0.081000,0.048000,0.000000,0.003000,0.004000,0.006000,0.020000,32,0,0
coAuthorsDBLP.mtx,299067,1955352,6,1064444,443224,282258,255028,252806,252694,252694,252694,252694,252694,4505806,37,4,151383,0.030000,0.016331,0.103000,0.046000,0.000000,0.032000,0.005000,0.005000,0.015000,32,0,0
coAuthorsDBLP.mtx,299067,1955352,5,1067254,469226,315806,299276,298374,298374,298374,298374,298374,298374,4405288,64,4,164168,0.030000,0.004494,0.106000,0.047000,0.000000,0.038000,0.004000,0.005000,0.012000,32,0,0
coAuthorsDBLP.mtx,299067,1955352,9,1067058,450604,247832,40826,36880,36468,36450,36438,36438,36438,3944346,7,4,110255,0.030000,0.020667,0.077000,0.048000,0.000000,0.008000,0.005000,0.005000,0.011000,32,0,0
coAuthorsDBLP.mtx,299067,1955352,8,1066564,447424,254008,41600,38018,37602,37570,37564,37564,37564,3915702,8,4,112493,0.030000,0.009603,0.083000,0.048000,0.000000,0.008000,0.005000,0.005000,0.017000,32,0,0
coAuthorsDBLP.mtx,299067,1955352,7,1066024,451698,262790,50638,48626,48518,48510,48510,48510,48510,3932156,16,5,136881,0.030000,0.029906,0.080000,0.048000,0.000000,0.013000,0.004000,0.005000,0.010000,32,0,0
coAuthorsDBLP.mtx,299067,1955352,10,1067008,436892,241854,35884,7334,7072,7064,7064,7064,7064,3779652,3,5,78034,0.030000,0.023343,0.083000,0.053000,0.000000,0.002000,0.004000,0.006000,0.018000,32,0,0
coAuthorsDBLP.mtx,299067,1955352,6,1066036,450084,284958,255942,253584,253434,253434,253434,253434,253434,4519390,37,5,151445,0.030000,0.012619,0.107000,0.050000,0.000000,0.031000,0.004000,0.005000,0.017000,32,0,0
coAuthorsDBLP.mtx,299067,1955352,5,1065372,453218,315506,298168,297366,297366,297366,297366,297366,297366,4384982,64,5,163562,0.030000,0.006206,0.108000,0.044000,0.000000,0.038000,0.004000,0.005000,0.017000,32,0,0
coAuthorsDBLP.mtx,299067,1955352,9,1064920,445808,255004,39446,35556,35174,35156,35148,35148,35148,3936712,7,5,110341,0.030000,0.025513,0.078000,0.050000,0.000000,0.007000,0.005000,0.005000,0.011000,32,0,0
coAuthorsDBLP.mtx,299067,1955352,8,1066170,440138,252364,42372,38466,37976,37936,37926,37926,37926,3908700,8,5,112918,0.030000,0.012947,0.084000,0.051000,0.000000,0.008000,0.005000,0.005000,0.015000,32,0,0
com-DBLP.mtx,317080,2099732,7,1151274,481888,284374,54038,51830,51730,51720,51720,51720,51720,4226586,16,1,145921,0.030000,0.028207,0.077000,0.046000,0.000000,0.012000,0.005000,0.005000,0.009000,32,0,0
com-DBLP.mtx,317080,2099732,10,1151110,468836,268590,43052,8246,7856,7840,7834,7832,7832,4078760,3,1,87026,0.030000,0.024022,0.075000,0.047000,0.000000,0.003000,0.005000,0.006000,0.014000,32,0,0
com-DBLP.mtx,317080,2099732,6,1152744,491250,309334,277210,274158,273946,273946,273946,273946,273946,4878374,37,1,169428,0.030000,0.018787,0.105000,0.047000,0.000000,0.033000,0.005000,0.005000,0.015000,32,0,0
com-DBLP.mtx,317080,2099732,5,1151496,516592,344798,325062,324050,324050,324050,324050,324050,324050,4761730,64,1,179072,0.030000,0.005247,0.106000,0.044000,0.000000,0.042000,0.004000,0.005000,0.011000,32,0,0
com-DBLP.mtx,317080,2099732,9,1149478,479304,281528,42488,37970,37382,37368,37364,37362,37362,4239976,7,1,124351,0.030000,0.027904,0.078000,0.044000,0.000000,0.007000,0.004000,0.006000,0.017000,32,0,0
com-DBLP.mtx,317080,2099732,9,1154740,477236,272610,45404,41156,40624,40582,40574,40570,40570,4253228,8,1,123840,0.030000,0.026038,0.079000,0.049000,0.000000,0.007000,0.005000,0.006000,0.012000,32,0,0
com-DBLP.mtx,317080,2099732,8,1152498,476698,284770,53714,51538,51402,51380,51378,51378,51378,4273110,16,2,146609,0.030000,0.023413,0.087000,0.052000,0.000000,0.011000,0.005000,0.005000,0.014000,32,0,0
com-DBLP.mtx,317080,2099732,10,1151990,470076,271506,43674,8310,7922,7908,7906,7906,7906,4084836,3,2,85199,0.030000,0.024126,0.074000,0.048000,0.000000,0.003000,0.005000,0.006000,0.012000,32,0,0
com-DBLP.mtx,317080,2099732,6,1150896,485512,310784,278152,275322,275174,275174,275174,275174,275174,4875572,37,2,166520,0.030000,0.014936,0.105000,0.050000,0.000000,0.033000,0.004000,0.006000,0.012000,32,0,0
com-DBLP.mtx,317080,2099732,5,1151258,493528,344320,325366,324476,324476,324476,324476,324476,324476,4738680,64,2,181036,0.030000,0.011100,0.113000,0.047000,0.000000,0.041000,0.004000,0.005000,0.016000,32,0,0
com-DBLP.mtx,317080,2099732,9,1155160,478006,282144,46014,40788,40032,40002,39998,39992,39992,4261868,7,2,124003,0.030000,0.023665,0.070000,0.043000,0.000000,0.007000,0.005000,0.006000,0.009000,32,0,0
com-DBLP.mtx,317080,2099732,8,1154252,491584,281256,45764,41154,40614,40572,40564,40564,40564,4235492,8,2,128427,0.030000,0.026769,0.083000,0.048000,0.000000,0.008000,0.004000,0.006000,0.017000,32,0,0
com-DBLP.mtx,317080,2099732,7,1150604,486192,287702,53706,51368,51220,51202,51202,51202,51202,4231726,16,3,142900,0.030000,0.021193,0.082000,0.049000,0.000000,0.012000,0.004000,0.005000,0.012000,32,0,0
com-DBLP.mtx,317080,2099732,10,1151918,477618,272686,37806,7378,7098,7090,7090,7090,7090,4082596,3,3,87757,0.030000,0.022802,0.072000,0.045000,0.000000,0.002000,0.005000,0.006000,0.014000,32,0,0
com-DBLP.mtx,317080,2099732,6,1152528,478524,308432,276888,273924,273782,273782,273782,273782,273782,4863810,37,3,167428,0.030000,0.012369,0.099000,0.046000,0.000000,0.032000,0.005000,0.005000,0.011000,32,0,0
com-DBLP.mtx,317080,2099732,5,1151800,492398,345082,326048,325044,325044,325044,325044,325044,325044,4740104,64,3,180337,0.030000,0.002624,0.109000,0.046000,0.000000,0.043000,0.004000,0.005000,0.011000,32,0,0
com-DBLP.mtx,317080,2099732,8,1150226,479334,275974,41712,37640,37158,37128,37122,37122,37122,4196026,7,3,120340,0.030000,0.020751,0.072000,0.048000,0.000000,0.006000,0.004000,0.006000,0.008000,32,0,0
com-DBLP.mtx,317080,2099732,8,1153152,487110,285980,46198,41374,40830,40800,40792,40792,40792,4235968,8,3,121158,0.030000,0.027324,0.076000,0.048000,0.000000,0.008000,0.005000,0.006000,0.009000,32,0,0
